Player,Year,MP,G,MPG,Pos,Age,Tm,PER,USG%,VORP,BPM,PTS,AST,TRB,is_rotation_player
David Andersen,2010.0,891.0,63.0,14.142857142857142,C,29.0,HOU,12.1,20.2,-0.4,-3.8,367.0,44.0,208.0,0
Antonio Anderson,2010.0,15.0,1.0,15.0,SF,24.0,OKC,-1.7,12.0,0.0,-11.4,2.0,0.0,1.0,1
Jeff Ayres,2010.0,405.0,39.0,10.384615384615385,C,22.0,POR,12.1,10.1,-0.1,-2.9,104.0,1.0,98.0,0
Rodrigue Beaubois,2010.0,700.0,56.0,12.5,PG,21.0,DAL,18.5,24.7,0.6,1.3,397.0,74.0,78.0,1
DeJuan Blair,2010.0,1494.0,82.0,18.21951219512195,PF,20.0,SAS,17.7,20.8,1.0,0.7,638.0,65.0,526.0,1
Jon Brockman,2010.0,654.0,52.0,12.576923076923077,PF,22.0,SAC,12.4,10.4,0.2,-0.8,147.0,22.0,213.0,0
Derrick Brown,2010.0,535.0,57.0,9.385964912280702,SF,22.0,CHA,12.6,17.2,0.0,-2.2,186.0,19.0,78.0,0
Chase Budinger,2010.0,1488.0,74.0,20.10810810810811,SF,21.0,HOU,14.1,19.4,0.3,-1.1,657.0,88.0,220.0,1
DeMarre Carroll,2010.0,795.0,71.0,11.19718309859155,SF,23.0,MEM,8.5,14.8,-0.4,-4.1,209.0,33.0,150.0,0
Omri Casspi,2010.0,1931.0,77.0,25.07792207792208,SF,21.0,SAC,13.0,19.4,-0.1,-2.1,792.0,95.0,349.0,1
Earl Clark,2010.0,383.0,51.0,7.509803921568627,PF,22.0,PHO,8.5,21.9,-0.5,-6.9,140.0,21.0,62.0,0
Darren Collison,2010.0,2109.0,76.0,27.75,PG,22.0,NOH,16.5,23.1,0.2,-1.7,946.0,432.0,192.0,1
Dante Cunningham,2010.0,707.0,63.0,11.222222222222221,PF,22.0,POR,14.3,16.8,0.0,-1.9,243.0,14.0,160.0,1
JamesOn Curry,2010.0,0.0,1.0,0.0,PG,24.0,LAC,,,0.0,-6.9,0.0,0.0,0.0,0
Stephen Curry,2010.0,2896.0,80.0,36.2,PG,21.0,GSW,16.3,21.8,2.2,1.0,1399.0,472.0,356.0,1
Austin Daye,2010.0,915.0,69.0,13.26086956521739,SF,21.0,DET,12.8,18.5,-0.2,-2.7,349.0,34.0,174.0,1
DeMar DeRozan,2010.0,1664.0,77.0,21.61038961038961,SG,20.0,TOR,12.5,18.1,-0.3,-2.8,662.0,53.0,223.0,1
Toney Douglas,2010.0,1087.0,56.0,19.410714285714285,PG,23.0,NYK,14.9,19.8,0.3,-0.8,481.0,112.0,108.0,1
Wayne Ellington,2010.0,1384.0,76.0,18.210526315789473,SG,22.0,MIN,9.6,17.4,-1.0,-4.8,505.0,74.0,159.0,1
Tyreke Evans,2010.0,2677.0,72.0,37.18055555555556,SG,20.0,SAC,18.2,26.2,2.5,1.6,1450.0,414.0,380.0,1
Jonny Flynn,2010.0,2339.0,81.0,28.876543209876544,PG,20.0,MIN,13.0,24.2,-1.0,-3.6,1094.0,356.0,191.0,1
Sundiata Gaines,2010.0,217.0,32.0,6.78125,PG,23.0,UTA,17.3,24.0,0.1,0.1,106.0,39.0,29.0,0
Alonzo Gee,2010.0,182.0,11.0,16.545454545454547,SG,22.0,WAS,16.2,20.4,0.0,-1.4,81.0,7.0,33.0,1
Taj Gibson,2010.0,2204.0,82.0,26.878048780487806,PF,24.0,CHI,13.8,16.7,0.8,-0.6,735.0,70.0,611.0,1
Trey Gilder,2010.0,5.0,2.0,2.5,SF,25.0,MEM,30.9,8.8,0.0,7.6,2.0,0.0,1.0,0
Danny Green,2010.0,115.0,20.0,5.75,SG,22.0,CLE,12.3,18.9,0.0,-0.8,40.0,5.0,17.0,1
Taylor Griffin,2010.0,32.0,8.0,4.0,SF,23.0,PHO,5.2,17.6,0.0,-7.3,10.0,1.0,2.0,0
Tyler Hansbrough,2010.0,511.0,29.0,17.620689655172413,PF,24.0,IND,14.6,25.5,-0.3,-4.2,246.0,28.0,138.0,1
James Harden,2010.0,1738.0,76.0,22.86842105263158,SG,20.0,OKC,14.0,20.4,1.3,1.0,753.0,137.0,244.0,1
Jordan Hill,2010.0,624.0,47.0,13.27659574468085,PF,22.0,TOT,15.0,18.7,-0.2,-3.1,244.0,20.0,175.0,1
Jordan Hill,2010.0,252.0,24.0,10.5,PF,22.0,NYK,14.0,20.3,-0.2,-4.4,97.0,7.0,61.0,1
Jordan Hill,2010.0,372.0,23.0,16.17391304347826,PF,22.0,HOU,15.7,17.6,0.0,-2.2,147.0,13.0,114.0,1
Jrue Holiday,2010.0,1767.0,73.0,24.205479452054796,PG,19.0,PHI,12.3,18.4,0.1,-1.8,587.0,280.0,191.0,1
Lester Hudson,2010.0,131.0,25.0,5.24,PG,25.0,TOT,13.2,25.0,0.0,-2.6,58.0,13.0,18.0,0
Lester Hudson,2010.0,70.0,16.0,4.375,PG,25.0,BOS,8.7,19.9,0.0,-4.1,22.0,8.0,8.0,0
Lester Hudson,2010.0,61.0,9.0,6.777777777777778,PG,25.0,MEM,18.3,30.9,0.0,-0.9,36.0,5.0,10.0,0
Chris Hunter,2010.0,783.0,60.0,13.05,C,25.0,GSW,12.2,15.2,-0.2,-3.1,270.0,37.0,167.0,0
Serge Ibaka,2010.0,1323.0,73.0,18.123287671232877,PF,20.0,OKC,15.2,16.2,-0.1,-2.4,461.0,10.0,397.0,1
Cedric Jackson,2010.0,74.0,12.0,6.166666666666667,PG,23.0,TOT,5.5,22.4,-0.1,-7.5,20.0,14.0,8.0,0
Cedric Jackson,2010.0,10.0,5.0,2.0,PG,23.0,CLE,-6.6,22.2,0.0,-16.8,1.0,2.0,1.0,0
Cedric Jackson,2010.0,25.0,3.0,8.333333333333334,PG,23.0,SAS,19.2,19.7,0.0,5.4,7.0,6.0,4.0,0
Cedric Jackson,2010.0,39.0,4.0,9.75,PG,23.0,WAS,-0.2,24.1,-0.1,-13.4,12.0,6.0,3.0,0
Othyus Jeffers,2010.0,73.0,14.0,5.214285714285714,SG,24.0,UTA,13.6,26.7,-0.1,-8.5,37.0,1.0,19.0,1
Brandon Jennings,2010.0,2671.0,82.0,32.573170731707314,PG,20.0,MIL,14.5,26.1,1.9,0.9,1270.0,470.0,282.0,1
Jonas Jerebko,2010.0,2232.0,80.0,27.9,PF,22.0,DET,13.9,15.7,1.0,-0.2,741.0,58.0,478.0,1
James Johnson,2010.0,757.0,65.0,11.646153846153846,PF,22.0,CHI,10.4,18.0,0.0,-2.1,256.0,48.0,128.0,1
Oliver Lafayette,2010.0,22.0,1.0,22.0,SG,25.0,BOS,12.8,14.9,0.0,-2.8,7.0,2.0,4.0,1
Marcus Landry,2010.0,111.0,18.0,6.166666666666667,SF,24.0,TOT,7.2,20.9,-0.3,-11.8,44.0,0.0,19.0,0
Marcus Landry,2010.0,108.0,17.0,6.352941176470588,SF,24.0,NYK,8.1,20.6,-0.3,-11.3,44.0,0.0,19.0,0
Marcus Landry,2010.0,3.0,1.0,3.0,SF,24.0,BOS,-26.8,31.3,0.0,-29.9,0.0,0.0,0.0,0
Ty Lawson,2010.0,1318.0,65.0,20.276923076923076,PG,22.0,DEN,16.4,18.0,0.7,0.0,542.0,203.0,124.0,1
Wesley Matthews,2010.0,2025.0,82.0,24.695121951219512,SG,23.0,UTA,12.3,16.5,0.9,-0.2,769.0,124.0,191.0,1
Eric Maynor,2010.0,1269.0,81.0,15.666666666666666,PG,22.0,TOT,11.8,17.1,-0.4,-3.3,382.0,266.0,129.0,1
Eric Maynor,2010.0,363.0,26.0,13.961538461538462,PG,22.0,UTA,12.3,21.7,-0.2,-3.7,134.0,81.0,38.0,1
Eric Maynor,2010.0,906.0,55.0,16.472727272727273,PG,22.0,OKC,11.6,15.3,-0.3,-3.2,248.0,185.0,91.0,1
Jodie Meeks,2010.0,719.0,60.0,11.983333333333333,SG,22.0,TOT,10.8,19.6,-0.3,-3.7,281.0,39.0,99.0,0
Jodie Meeks,2010.0,486.0,41.0,11.853658536585366,SG,22.0,MIL,8.4,19.2,-0.3,-4.6,169.0,22.0,72.0,0
Jodie Meeks,2010.0,233.0,19.0,12.263157894736842,SG,22.0,PHI,15.8,20.3,0.0,-1.7,112.0,17.0,27.0,0
Patty Mills,2010.0,38.0,10.0,3.8,PG,21.0,POR,11.9,38.9,-0.1,-8.5,26.0,5.0,2.0,1
Byron Mullens,2010.0,54.0,13.0,4.153846153846154,PF,20.0,OKC,0.7,19.1,-0.1,-10.5,14.0,1.0,10.0,1
A.J. Price,2010.0,865.0,56.0,15.446428571428571,PG,23.0,IND,14.0,22.7,0.0,-1.8,410.0,106.0,88.0,1
DaJuan Summers,2010.0,405.0,44.0,9.204545454545455,SF,22.0,DET,7.5,18.5,-0.4,-5.8,134.0,16.0,45.0,0
Jermaine Taylor,2010.0,303.0,31.0,9.774193548387096,SG,23.0,HOU,11.4,23.1,-0.3,-5.5,128.0,16.0,46.0,0
Jeff Teague,2010.0,719.0,71.0,10.126760563380282,PG,21.0,ATL,11.0,19.1,-0.4,-4.2,228.0,122.0,67.0,1
Garrett Temple,2010.0,334.0,27.0,12.37037037037037,SG,23.0,TOT,10.5,20.3,-0.1,-2.9,136.0,21.0,31.0,0
Garrett Temple,2010.0,118.0,9.0,13.11111111111111,SG,23.0,HOU,8.6,20.1,-0.1,-4.4,45.0,7.0,14.0,0
Garrett Temple,2010.0,23.0,5.0,4.6,SG,23.0,SAC,15.4,23.5,0.0,-4.2,11.0,2.0,3.0,0
Garrett Temple,2010.0,193.0,13.0,14.846153846153847,SG,23.0,SAS,11.1,20.0,0.0,-1.8,80.0,12.0,14.0,0
Hasheem Thabeet,2010.0,883.0,68.0,12.985294117647058,C,22.0,MEM,12.9,10.7,0.4,-0.4,208.0,11.0,243.0,0
Marcus Thornton,2010.0,1872.0,73.0,25.643835616438356,SG,22.0,NOH,17.4,25.3,0.8,-0.4,1057.0,114.0,211.0,1
Terrence Williams,2010.0,1764.0,78.0,22.615384615384617,SF,22.0,NJN,11.5,21.8,-0.8,-3.8,656.0,223.0,348.0,1
Sam Young,2010.0,1321.0,80.0,16.5125,SF,24.0,MEM,13.0,22.1,-0.8,-4.4,595.0,52.0,201.0,1
Jeff Adrien,2011.0,196.0,23.0,8.521739130434783,PF,24.0,GSW,11.3,16.1,-0.2,-5.1,57.0,10.0,58.0,0
Solomon Alabi,2011.0,59.0,12.0,4.916666666666667,C,22.0,TOR,2.0,14.3,-0.1,-8.2,6.0,2.0,14.0,0
Cole Aldrich,2011.0,142.0,18.0,7.888888888888889,C,22.0,OKC,7.0,7.9,0.0,-0.8,18.0,4.0,35.0,0
Al-Farouq Aminu,2011.0,1452.0,81.0,17.925925925925927,SF,20.0,LAC,9.6,17.3,-0.4,-3.0,457.0,60.0,267.0,1
James Anderson,2011.0,286.0,26.0,11.0,SF,21.0,SAS,8.5,16.4,-0.1,-3.4,94.0,18.0,23.0,0
Omer Asik,2011.0,989.0,82.0,12.060975609756097,C,24.0,CHI,11.8,12.5,0.4,-0.5,229.0,32.0,306.0,1
Luke Babbitt,2011.0,137.0,24.0,5.708333333333333,SF,21.0,POR,1.0,22.8,-0.3,-12.0,36.0,6.0,30.0,0
Eric Bledsoe,2011.0,1841.0,81.0,22.728395061728396,PG,21.0,LAC,10.8,17.9,0.0,-2.0,543.0,289.0,223.0,1
Trevor Booker,2011.0,1063.0,65.0,16.353846153846153,PF,23.0,WAS,15.3,13.9,0.3,-0.7,346.0,35.0,251.0,1
Craig Brackins,2011.0,33.0,3.0,11.0,PF,23.0,PHI,0.1,22.3,-0.1,-11.5,8.0,1.0,4.0,0
Avery Bradley,2011.0,162.0,31.0,5.225806451612903,PG,20.0,BOS,2.2,26.1,-0.3,-9.7,52.0,12.0,17.0,1
Derrick Caracter,2011.0,215.0,41.0,5.2439024390243905,C,22.0,LAL,10.0,20.2,-0.2,-4.9,81.0,7.0,43.0,0
Sherron Collins,2011.0,66.0,20.0,3.3,PG,23.0,CHA,3.6,20.9,-0.1,-10.2,17.0,8.0,5.0,0
Marcus Cousin,2011.0,18.0,4.0,4.5,C,24.0,UTA,7.8,10.2,0.0,-9.9,4.0,0.0,3.0,0
DeMarcus Cousins,2011.0,2309.0,81.0,28.506172839506174,C,20.0,SAC,14.6,27.2,0.4,-1.4,1143.0,204.0,699.0,1
Jordan Crawford,2011.0,1027.0,42.0,24.452380952380953,SG,22.0,TOT,11.8,27.0,-0.5,-3.8,490.0,117.0,105.0,1
Jordan Crawford,2011.0,160.0,16.0,10.0,SG,22.0,ATL,7.6,28.1,-0.2,-7.5,67.0,15.0,28.0,1
Jordan Crawford,2011.0,867.0,26.0,33.34615384615385,SG,22.0,WAS,12.6,26.8,-0.3,-3.2,423.0,102.0,77.0,1
Ed Davis,2011.0,1602.0,65.0,24.646153846153847,PF,21.0,TOR,15.8,13.3,0.9,0.3,501.0,40.0,462.0,1
Zabian Dowdell,2011.0,292.0,24.0,12.166666666666666,PG,26.0,PHO,11.7,25.0,-0.2,-4.6,121.0,51.0,20.0,0
Devin Ebanks,2011.0,118.0,20.0,5.9,SG,21.0,LAL,19.4,25.9,-0.1,-4.3,62.0,2.0,27.0,1
Semih Erden,2011.0,595.0,41.0,14.512195121951219,C,24.0,TOT,10.3,13.7,0.2,-0.5,163.0,20.0,118.0,1
Semih Erden,2011.0,531.0,37.0,14.35135135135135,C,24.0,BOS,10.8,13.8,0.3,0.1,150.0,19.0,107.0,1
Semih Erden,2011.0,64.0,4.0,16.0,C,24.0,CLE,6.2,13.2,-0.1,-5.3,13.0,1.0,11.0,1
Jeremy Evans,2011.0,463.0,49.0,9.448979591836734,SF,23.0,UTA,18.8,14.9,0.4,1.2,178.0,24.0,97.0,0
Patrick Ewing,2011.0,19.0,7.0,2.7142857142857144,SF,26.0,NOH,0.6,19.5,0.0,-9.3,3.0,2.0,2.0,0
Christian Eyenga,2011.0,947.0,44.0,21.522727272727273,SF,21.0,CLE,9.0,17.5,-0.4,-3.7,303.0,35.0,123.0,1
Derrick Favors,2011.0,1535.0,78.0,19.67948717948718,PF,19.0,TOT,13.8,17.1,0.0,-2.1,533.0,39.0,412.0,1
Derrick Favors,2011.0,1091.0,56.0,19.482142857142858,PF,19.0,NJN,12.6,16.3,-0.2,-2.7,353.0,21.0,297.0,1
Derrick Favors,2011.0,444.0,22.0,20.181818181818183,PF,19.0,UTA,16.8,19.2,0.1,-0.7,180.0,18.0,115.0,1
Landry Fields,2011.0,2541.0,82.0,30.98780487804878,SG,22.0,NYK,13.5,13.5,1.7,0.6,797.0,155.0,521.0,1
Gary Forbes,2011.0,791.0,63.0,12.555555555555555,SF,25.0,DEN,11.7,20.1,-0.2,-3.0,326.0,49.0,116.0,0
Paul George,2011.0,1265.0,61.0,20.737704918032787,SG,20.0,IND,13.0,17.8,0.6,0.0,476.0,65.0,224.0,1
Blake Griffin,2011.0,3112.0,82.0,37.951219512195124,PF,21.0,LAC,21.9,27.3,4.0,3.2,1845.0,312.0,989.0,1
Luke Harangody,2011.0,640.0,49.0,13.061224489795919,PF,23.0,TOT,10.1,16.8,-0.1,-2.8,193.0,30.0,143.0,1
Luke Harangody,2011.0,241.0,28.0,8.607142857142858,PF,23.0,BOS,8.7,15.8,-0.1,-3.0,63.0,10.0,55.0,1
Luke Harangody,2011.0,399.0,21.0,19.0,PF,23.0,CLE,11.0,17.5,-0.1,-2.7,130.0,20.0,88.0,1
Manny Harris,2011.0,933.0,54.0,17.27777777777778,SG,21.0,CLE,10.4,19.1,-0.4,-3.6,321.0,85.0,140.0,1
Gordon Hayward,2011.0,1218.0,72.0,16.916666666666668,SF,20.0,UTA,10.7,15.3,-0.2,-2.8,388.0,81.0,139.0,1
Lazar Hayward,2011.0,419.0,42.0,9.976190476190476,SF,24.0,MIN,10.8,19.5,-0.2,-3.6,160.0,28.0,70.0,0
Xavier Henry,2011.0,527.0,38.0,13.868421052631579,SG,19.0,MEM,7.0,16.8,-0.5,-6.0,165.0,18.0,37.0,1
Damion James,2011.0,403.0,25.0,16.12,SF,23.0,NJN,10.1,16.2,-0.1,-3.4,110.0,20.0,85.0,1
Eugene Jeter,2011.0,858.0,62.0,13.838709677419354,PG,27.0,SAC,11.1,16.5,-0.7,-5.4,255.0,162.0,70.0,0
Armon Johnson,2011.0,277.0,38.0,7.2894736842105265,PG,21.0,POR,9.3,25.1,-0.3,-6.8,110.0,45.0,36.0,0
Chris Johnson,2011.0,138.0,14.0,9.857142857142858,C,25.0,TOT,10.2,13.5,0.0,-2.9,33.0,3.0,32.0,0
Chris Johnson,2011.0,106.0,10.0,10.6,C,25.0,POR,10.3,15.0,0.0,-3.8,27.0,2.0,27.0,0
Chris Johnson,2011.0,32.0,4.0,8.0,C,25.0,BOS,9.9,8.8,0.0,-0.1,6.0,1.0,5.0,0
Wesley Johnson,2011.0,2069.0,79.0,26.189873417721518,SG,23.0,MIN,10.2,16.8,0.2,-1.6,709.0,148.0,240.0,1
Dominique Jones,2011.0,135.0,18.0,7.5,SG,22.0,DAL,10.6,21.7,0.0,-3.4,42.0,19.0,25.0,0
Gani Lawal,2011.0,2.0,1.0,2.0,PF,22.0,PHO,-9.1,0.0,0.0,-4.9,0.0,0.0,0.0,0
Jeremy Lin,2011.0,285.0,29.0,9.827586206896552,PG,22.0,GSW,14.8,15.6,0.2,0.6,76.0,42.0,34.0,1
Greg Monroe,2011.0,2222.0,80.0,27.775,C,20.0,DET,18.0,15.4,2.5,2.5,751.0,105.0,601.0,1
Timofey Mozgov,2011.0,524.0,45.0,11.644444444444444,C,24.0,TOT,10.8,16.2,-0.3,-4.3,163.0,15.0,121.0,0
Timofey Mozgov,2011.0,458.0,34.0,13.470588235294118,C,24.0,NYK,10.3,15.8,-0.2,-3.6,135.0,15.0,104.0,0
Timofey Mozgov,2011.0,66.0,11.0,6.0,C,24.0,DEN,14.4,18.6,-0.1,-9.0,28.0,0.0,17.0,0
Hamady N'Diaye,2011.0,80.0,16.0,5.0,C,24.0,WAS,5.3,7.3,-0.1,-4.6,14.0,0.0,7.0,0
Gary Neal,2011.0,1685.0,80.0,21.0625,SG,26.0,SAS,13.1,20.6,0.4,-1.1,783.0,96.0,196.0,1
Larry Owens,2011.0,143.0,12.0,11.916666666666666,SF,28.0,TOT,11.2,12.7,0.1,-0.1,40.0,8.0,15.0,1
Larry Owens,2011.0,31.0,7.0,4.428571428571429,SF,28.0,SAS,11.9,11.5,0.0,0.5,9.0,1.0,4.0,1
Larry Owens,2011.0,112.0,5.0,22.4,SF,28.0,WAS,11.0,13.1,0.0,-0.2,31.0,7.0,11.0,1
Patrick Patterson,2011.0,868.0,52.0,16.692307692307693,PF,21.0,HOU,16.7,16.1,0.5,0.5,328.0,41.0,200.0,1
Nikola Pekovic,2011.0,887.0,65.0,13.646153846153846,C,25.0,MIN,11.2,19.4,-0.4,-3.9,359.0,27.0,193.0,1
Dexter Pittman,2011.0,11.0,2.0,5.5,C,22.0,MIA,-6.4,21.3,-0.1,-21.2,2.0,0.0,3.0,0
Quincy Pondexter,2011.0,734.0,66.0,11.121212121212121,SF,22.0,NOH,8.5,13.7,-0.1,-2.8,188.0,28.0,88.0,1
Andy Rautins,2011.0,24.0,5.0,4.8,SG,24.0,NYK,-1.2,27.5,-0.1,-16.0,8.0,3.0,1.0,0
Samardo Samuels,2011.0,701.0,37.0,18.945945945945947,PF,22.0,CLE,11.7,22.1,-0.7,-5.9,288.0,17.0,158.0,1
Larry Sanders,2011.0,872.0,60.0,14.533333333333333,C,22.0,MIL,11.0,17.6,-0.3,-3.2,260.0,16.0,178.0,1
Kevin Seraphin,2011.0,635.0,58.0,10.948275862068966,PF,21.0,WAS,8.4,14.1,-0.4,-4.5,154.0,10.0,152.0,1
Mustafa Shakur,2011.0,159.0,22.0,7.2272727272727275,PG,26.0,WAS,6.8,23.2,-0.2,-7.6,51.0,25.0,22.0,0
Garret Siler,2011.0,101.0,21.0,4.809523809523809,C,24.0,PHO,13.5,22.6,-0.1,-4.2,45.0,3.0,28.0,0
Ish Smith,2011.0,442.0,43.0,10.279069767441861,PG,22.0,TOT,7.6,15.9,-0.5,-6.1,101.0,79.0,47.0,0
Ish Smith,2011.0,329.0,28.0,11.75,PG,22.0,HOU,8.8,15.2,-0.3,-5.1,74.0,64.0,42.0,0
Ish Smith,2011.0,113.0,15.0,7.533333333333333,PG,22.0,MEM,4.3,17.9,-0.2,-9.0,27.0,15.0,5.0,0
Tiago Splitter,2011.0,738.0,60.0,12.3,C,26.0,SAS,16.0,17.7,0.2,-0.7,278.0,26.0,201.0,1
Lance Stephenson,2011.0,115.0,12.0,9.583333333333334,SG,20.0,IND,5.5,23.5,-0.2,-8.1,37.0,21.0,18.0,1
Pape Sy,2011.0,21.0,3.0,7.0,SF,22.0,ATL,9.2,23.3,0.0,-6.0,7.0,2.0,3.0,0
Evan Turner,2011.0,1797.0,78.0,23.03846153846154,SG,22.0,PHI,10.8,17.0,-0.2,-2.4,565.0,159.0,306.0,1
Ekpe Udoh,2011.0,1030.0,58.0,17.75862068965517,C,23.0,GSW,9.7,12.8,0.0,-2.0,236.0,40.0,181.0,1
Ben Uzoh,2011.0,438.0,42.0,10.428571428571429,PG,22.0,NJN,14.7,20.5,0.0,-1.7,158.0,69.0,61.0,1
Greivis Vasquez,2011.0,860.0,70.0,12.285714285714286,SG,24.0,MEM,9.4,16.9,-0.6,-4.6,249.0,151.0,73.0,1
John Wall,2011.0,2606.0,69.0,37.768115942028984,PG,20.0,WAS,15.8,23.8,1.2,-0.2,1131.0,574.0,317.0,1
Willie Warren,2011.0,134.0,19.0,7.052631578947368,PG,21.0,LAC,10.8,15.5,-0.1,-4.5,37.0,27.0,12.0,0
Hassan Whiteside,2011.0,2.0,1.0,2.0,C,21.0,SAC,-17.9,0.0,0.0,-6.5,0.0,0.0,0.0,1
Lavoy Allen,2012.0,624.0,41.0,15.21951219512195,PF,22.0,PHI,12.7,14.5,0.1,-1.3,169.0,34.0,171.0,1
Gustavo Ayon,2012.0,1088.0,54.0,20.14814814814815,PF,26.0,NOH,16.7,14.5,1.5,3.4,319.0,74.0,265.0,1
Keith Benson,2012.0,9.0,3.0,3.0,C,23.0,GSW,6.0,5.1,0.0,-10.4,0.0,0.0,3.0,0
Bismack Biyombo,2012.0,1455.0,63.0,23.095238095238095,C,19.0,CHA,10.6,13.1,-0.7,-3.9,327.0,27.0,368.0,1
MarShon Brooks,2012.0,1648.0,56.0,29.428571428571427,SG,23.0,NJN,12.9,22.9,-0.2,-2.5,708.0,131.0,200.0,1
Alec Burks,2012.0,939.0,59.0,15.915254237288135,SG,20.0,UTA,14.0,22.5,-0.1,-2.5,425.0,55.0,132.0,1
Jimmy Butler,2012.0,359.0,42.0,8.547619047619047,SG,22.0,CHI,12.5,14.9,0.1,-1.3,109.0,14.0,56.0,1
Derrick Byars,2012.0,37.0,2.0,18.5,PF,27.0,SAS,14.9,15.7,0.0,0.6,10.0,1.0,11.0,1
Norris Cole,2012.0,1260.0,65.0,19.384615384615383,PG,23.0,MIA,7.9,21.8,-1.2,-5.9,441.0,133.0,91.0,1
Eric Dawson,2012.0,39.0,4.0,9.75,C,27.0,SAS,14.6,18.6,0.0,-5.9,15.0,0.0,10.0,0
Justin Dentmon,2012.0,91.0,6.0,15.166666666666666,PG,26.0,TOT,4.8,19.4,-0.1,-6.8,26.0,10.0,8.0,1
Justin Dentmon,2012.0,19.0,2.0,9.5,PG,26.0,SAS,1.6,16.8,0.0,-6.3,4.0,1.0,1.0,1
Justin Dentmon,2012.0,72.0,4.0,18.0,PG,26.0,TOR,5.7,20.1,-0.1,-6.9,22.0,9.0,7.0,1
Jerome Dyson,2012.0,180.0,9.0,20.0,PG,24.0,NOH,11.3,22.0,-0.1,-3.1,67.0,18.0,19.0,1
Kenneth Faried,2012.0,1037.0,46.0,22.543478260869566,PF,22.0,DEN,21.9,18.7,1.4,3.4,471.0,36.0,352.0,1
Jeff Foote,2012.0,39.0,4.0,9.75,C,24.0,NOH,-0.9,9.7,-0.1,-12.0,4.0,0.0,6.0,0
Courtney Fortson,2012.0,95.0,10.0,9.5,PG,23.0,TOT,9.9,23.4,-0.1,-4.8,35.0,10.0,15.0,0
Courtney Fortson,2012.0,46.0,4.0,11.5,PG,23.0,LAC,11.4,21.0,0.0,-4.6,17.0,5.0,8.0,0
Courtney Fortson,2012.0,49.0,6.0,8.166666666666666,PG,23.0,HOU,8.5,25.6,0.0,-5.1,18.0,5.0,7.0,0
Jimmer Fredette,2012.0,1135.0,61.0,18.60655737704918,PG,22.0,SAC,10.8,20.4,-0.7,-4.4,462.0,108.0,73.0,1
Mickell Gladness,2012.0,252.0,26.0,9.692307692307692,PF,25.0,TOT,9.5,13.1,-0.2,-4.8,56.0,5.0,58.0,0
Mickell Gladness,2012.0,28.0,8.0,3.5,PF,25.0,MIA,1.8,9.9,0.0,-5.2,2.0,2.0,11.0,0
Mickell Gladness,2012.0,224.0,18.0,12.444444444444445,PF,25.0,GSW,10.5,13.4,-0.2,-4.8,54.0,3.0,47.0,0
Andrew Goudelock,2012.0,419.0,40.0,10.475,SG,23.0,LAL,8.4,21.9,-0.5,-6.6,175.0,20.0,31.0,0
Jordan Hamilton,2012.0,258.0,26.0,9.923076923076923,SF,21.0,DEN,13.9,22.3,0.0,-2.4,115.0,20.0,62.0,1
Justin Harper,2012.0,84.0,14.0,6.0,PF,22.0,ORL,1.7,20.9,-0.2,-9.8,20.0,2.0,12.0,0
Josh Harrellson,2012.0,540.0,37.0,14.594594594594595,PF,22.0,NYK,13.7,15.0,0.2,-0.4,162.0,11.0,144.0,0
Terrel Harris,2012.0,318.0,22.0,14.454545454545455,SG,24.0,MIA,6.7,17.1,-0.1,-3.4,80.0,26.0,51.0,0
Tobias Harris,2012.0,479.0,42.0,11.404761904761905,SF,19.0,MIL,14.2,20.6,-0.2,-3.5,208.0,22.0,101.0,1
Cory Higgins,2012.0,423.0,38.0,11.131578947368421,PG,22.0,CHA,4.1,24.6,-1.0,-11.6,150.0,36.0,35.0,0
Darington Hobson,2012.0,39.0,5.0,7.8,SG,24.0,MIL,-3.3,16.9,-0.1,-14.1,4.0,6.0,3.0,0
Tyler Honeycutt,2012.0,88.0,15.0,5.866666666666666,SF,21.0,SAC,10.4,13.9,0.0,-4.0,20.0,7.0,14.0,0
Dennis Horner,2012.0,22.0,8.0,2.75,PF,23.0,NJN,6.6,14.1,-0.1,-13.6,5.0,0.0,5.0,0
Kyrie Irving,2012.0,1558.0,51.0,30.54901960784314,PG,19.0,CLE,21.4,28.7,2.1,3.3,944.0,275.0,191.0,1
Reggie Jackson,2012.0,501.0,45.0,11.133333333333333,PG,21.0,OKC,9.2,18.7,-0.2,-3.9,140.0,71.0,53.0,1
Charles Jenkins,2012.0,893.0,51.0,17.50980392156863,PG,22.0,GSW,12.4,19.0,-0.8,-5.5,297.0,170.0,68.0,1
Carldell Johnson,2012.0,119.0,15.0,7.933333333333334,PG,29.0,NOH,8.9,17.2,-0.1,-4.5,27.0,22.0,9.0,0
Ivan Johnson,2012.0,934.0,56.0,16.678571428571427,PF,27.0,ATL,14.3,19.5,0.0,-1.9,356.0,32.0,226.0,1
JaJuan Johnson,2012.0,298.0,36.0,8.277777777777779,PF,22.0,BOS,11.4,22.4,-0.3,-6.3,114.0,6.0,58.0,0
Jerome Jordan,2012.0,108.0,21.0,5.142857142857143,C,25.0,NYK,18.3,16.4,0.1,0.6,42.0,4.0,27.0,0
Cory Joseph,2012.0,266.0,29.0,9.172413793103448,PG,20.0,SAS,6.9,15.4,-0.2,-4.8,58.0,34.0,25.0,0
